source,target,anchor,rel,representation,internal,target_status,target_error,target_missing_content_candidate,checked
https://kamilveterinaryclinic.com/,https://kamilveterinaryclinic.com/,,[],raw,True,200,,False,True
https://kamilveterinaryclinic.com/,https://kamilveterinaryclinic.com/,Home,[],raw,True,200,,False,True
https://kamilveterinaryclinic.com/,https://kamilveterinaryclinic.com/,About,[],raw,True,200,,False,True
https://kamilveterinaryclinic.com/,https://kamilveterinaryclinic.com/about-us/,About Us,[],raw,True,,,False,False
https://kamilveterinaryclinic.com/,https://kamilveterinaryclinic.com/faqs/,FAQs,[],raw,True,,,False,False
https://kamilveterinaryclinic.com/,https://kamilveterinaryclinic.com/about-us/treatment-process/,Treatment Process,[],raw,True,,,False,False
https://kamilveterinaryclinic.com/,https://kamilveterinaryclinic.com/timetable/,Timetable,[],raw,True,,,False,False
https://kamilveterinaryclinic.com/,https://kamilveterinaryclinic.com/about-us/vet-intern-volunteer/,Internship and Volunteer-ship Program,[],raw,True,,,False,False
https://kamilveterinaryclinic.com/,https://kamilveterinaryclinic.com/terms-conditions/,Terms & Conditions,[],raw,True,,,False,False
https://kamilveterinaryclinic.com/,https://kamilveterinaryclinic.com/privacy-policy-2/,Privacy & Policy,[],raw,True,,,False,False
https://kamilveterinaryclinic.com/,https://kamilveterinaryclinic.com/services/,Services,[],raw,True,,,False,False
https://kamilveterinaryclinic.com/,https://kamilveterinaryclinic.com/online-video-consultancy/,Online/ Video Consultancy,[],raw,True,,,False,False
https://kamilveterinaryclinic.com/,https://kamilveterinaryclinic.com/services/in-clinic-services/,In-Clinic Services,[],raw,True,,,False,False
https://kamilveterinaryclinic.com/,https://kamilveterinaryclinic.com/service/emergency-care/,Emergency Cases,[],raw,True,,,False,False
https://kamilveterinaryclinic.com/,https://kamilveterinaryclinic.com/services/wellness-examination/,Wellness Examination,[],raw,True,,,False,False
https://kamilveterinaryclinic.com/,https://kamilveterinaryclinic.com/services/pet-vaccination/,Vaccination,[],raw,True,,,False,False
https://kamilveterinaryclinic.com/,https://kamilveterinaryclinic.com/services/deworming/,Deworming,[],raw,True,,,False,False
https://kamilveterinaryclinic.com/,https://kamilveterinaryclinic.com/services/spay-and-neuter/,Spay and Neuter,[],raw,True,,,False,False
https://kamilveterinaryclinic.com/,https://kamilveterinaryclinic.com/services/pet-soft-tissue-surgery/,SoftTissues Surgery,[],raw,True,,,False,False
https://kamilveterinaryclinic.com/,https://kamilveterinaryclinic.com/services/hard-tissue-surgery/,Hard Tissue Surgery,[],raw,True,,,False,False
https://kamilveterinaryclinic.com/,https://kamilveterinaryclinic.com/pet-dentistry/,Pet Dentistry,[],raw,True,,,False,False
https://kamilveterinaryclinic.com/,https://kamilveterinaryclinic.com/services/hard-tissue-surgery/pet-orthopedic-surgery/,Orthopedic Surgery,[],raw,True,,,False,False
https://kamilveterinaryclinic.com/,https://kamilveterinaryclinic.com/services/pets-skin-allergy-treatment/,Allergy Treatment,[],raw,True,,,False,False
https://kamilveterinaryclinic.com/,https://kamilveterinaryclinic.com/services/in-clinic-services/parasite-control/,Parasite Control,[],raw,True,,,False,False
https://kamilveterinaryclinic.com/,https://kamilveterinaryclinic.com/services/in-clinic-services/senior-pet-care/,Senior Pet Care,[],raw,True,,,False,False
