url,depth,source,state,reason
https://kamilveterinaryclinic.com/,0,seed,done,
https://kamilveterinaryclinic.com/about-us/,1,anchor,pending,
https://kamilveterinaryclinic.com/faqs/,1,anchor,pending,
https://kamilveterinaryclinic.com/about-us/treatment-process/,1,anchor,pending,
https://kamilveterinaryclinic.com/timetable/,1,anchor,pending,
https://kamilveterinaryclinic.com/about-us/vet-intern-volunteer/,1,anchor,pending,
https://kamilveterinaryclinic.com/terms-conditions/,1,anchor,pending,
https://kamilveterinaryclinic.com/privacy-policy-2/,1,anchor,pending,
https://kamilveterinaryclinic.com/services/,1,anchor,pending,
https://kamilveterinaryclinic.com/online-video-consultancy/,1,anchor,pending,
https://kamilveterinaryclinic.com/services/in-clinic-services/,1,anchor,pending,
https://kamilveterinaryclinic.com/service/emergency-care/,1,anchor,pending,
https://kamilveterinaryclinic.com/services/wellness-examination/,1,anchor,pending,
https://kamilveterinaryclinic.com/services/pet-vaccination/,1,anchor,pending,
https://kamilveterinaryclinic.com/services/deworming/,1,anchor,pending,
https://kamilveterinaryclinic.com/services/spay-and-neuter/,1,anchor,pending,
https://kamilveterinaryclinic.com/services/pet-soft-tissue-surgery/,1,anchor,pending,
https://kamilveterinaryclinic.com/services/hard-tissue-surgery/,1,anchor,pending,
https://kamilveterinaryclinic.com/pet-dentistry/,1,anchor,pending,
https://kamilveterinaryclinic.com/services/hard-tissue-surgery/pet-orthopedic-surgery/,1,anchor,pending,
https://kamilveterinaryclinic.com/services/pets-skin-allergy-treatment/,1,anchor,pending,
https://kamilveterinaryclinic.com/services/in-clinic-services/parasite-control/,1,anchor,pending,
https://kamilveterinaryclinic.com/services/in-clinic-services/senior-pet-care/,1,anchor,pending,
https://kamilveterinaryclinic.com/services/in-clinic-services/pet-diagnostic-tests/,1,anchor,pending,
https://kamilveterinaryclinic.com/wild-life-consultation/,1,anchor,pending,
https://kamilveterinaryclinic.com/appointment/,1,anchor,pending,
https://kamilveterinaryclinic.com/our-gallery/,1,anchor,pending,
https://kamilveterinaryclinic.com/blog/,1,anchor,pending,
https://kamilveterinaryclinic.com/contact-us/,1,anchor,pending,
https://kamilveterinaryclinic.com/?page_id=2741,1,anchor,pending,
https://kamilveterinaryclinic.com/doctor/dr-kamil-nawaz/,1,anchor,pending,
https://kamilveterinaryclinic.com/YOUR-GOOGLE-MAPS-DIRECTIONS-LINK,1,anchor,pending,
https://kamilveterinaryclinic.com/appointment,1,anchor,pending,
https://kamilveterinaryclinic.com/common-health-problems-in-dogs/,1,anchor,pending,
https://kamilveterinaryclinic.com/finding-the-veterinary-doctor-near-me-your-guide-to-top-vets-in-lahore/,1,anchor,pending,
